track_id,track_name,artist_name,cosine_dist_mod2,predicted_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_opm acoustic_prob,predicted_opm dance_prob,predicted_opm jazz_prob,predicted_opm rap_prob,predicted_opm reggae_prob,predicted_opm rock_prob
71OnPftCkxTxhtAICYMuZz,"Gabay - From ""Raya and the Last Dragon""/Tagalog Version",KZ Tandingan,0.021616715727906022,opm acoustic,0.702,0.424,0.5434456021322995,0.0313,0.5,9.64e-05,0.0913,0.346,0.3286199979157982,0.4713071401076874,0.0175277022393135,0.1272545660781003,0.140405067903137,0.0135743523769197,0.2299311712948416
6RUEFRLol05iSCzQaCHNK5,Iyong Iyo,Zack Tabudlo,0.022304062863565677,opm acoustic,0.634,0.34,0.5521201841531379,0.034,0.354,0.0,0.0962,0.413,0.5575760733639016,0.332413217851118,0.0158609042746079,0.1445881610841652,0.082191599051043,0.0137077096184761,0.4112384081205897
2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,Michael Dutchi Libranda,0.022486047118093988,opm rock,0.501,0.57,0.7558517082626606,0.0337,0.569,0.0,0.0649,0.311,0.5795253230512714,0.3241560649984308,0.0293136780951632,0.0940400701397046,0.0476322588249368,0.0265989851787051,0.4782589427630592
65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,0.02253843763478458,opm acoustic,0.604,0.446,0.6821904531136419,0.0341,0.63,0.0,0.0859,0.199,0.6083784910379325,0.6291363303015347,0.0201004926199495,0.1111051049086484,0.0709400324249272,0.0202436374836811,0.1484744022612588
4SQ3HwsAiGTikY7gOAybwH,Fall,Ben&Ben,0.022667280600813355,opm rock,0.486,0.457,0.7129149503271143,0.0281,0.689,0.0,0.132,0.485,0.6466887244685285,0.2483832460085693,0.0415881500334967,0.2321758688128821,0.0370527380999384,0.0264767152824688,0.4143232817626444
39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,Julie Anne San Jose,0.02297557481818191,opm acoustic,0.587,0.396,0.6476859704385753,0.0399,0.643,0.0,0.106,0.207,0.4776404230929554,0.6095842953636816,0.0200883658763238,0.1314294937625538,0.0740530958533153,0.0167884329489693,0.1480563161951557
3PCE25CY0e1VMclfDGTXvE,Walang Iba,Daniel Padilla,0.02391364408902985,opm acoustic,0.646,0.337,0.5144172522413376,0.0365,0.598,0.0,0.102,0.258,0.6079160587744894,0.6262175388299299,0.0182416231813245,0.1113066455910653,0.072498767032543,0.0129816156455334,0.1587538097196034
1A40ESJJPEEJrqjC9BUO2B,So Slow,Freestyle,0.023954483893391054,opm acoustic,0.727,0.329,0.6298521928761813,0.0347,0.52,0.0,0.0899,0.401,0.3625468945393914,0.4997078005371981,0.0185796840380674,0.1378142244529804,0.1291579141985453,0.0138205903458351,0.2009197864273736
4fxHK6mhA9vli9NjpBSbGi,Isang Araw,Kaye Cal,0.024524096104375226,opm acoustic,0.466,0.342,0.67341894838866,0.03,0.613,0.0,0.124,0.21,0.554124114214256,0.6129396595885691,0.0228117010674212,0.1000708889021123,0.034688602473831,0.0082393087824076,0.2212498391856584
0W2kzUI1K0tT0RpggJZ4Js,Kung Akin Ang Mundo,Moira Dela Torre,0.024767902735357228,opm acoustic,0.636,0.397,0.6110976496244246,0.0349,0.834,3.97e-05,0.096,0.328,0.5558110150062526,0.4284531342314778,0.0286081665357668,0.3104144200413575,0.0679193740432177,0.0310391538524548,0.133565751295725
